sub ageGroup block trialType cond stim acc rt
102 1 block4 exp congruent 333 1 0.557327
102 1 block4 exp incongruent 3 1 0.778821
102 1 block4 exp neutral $$ 1 0.559745
102 1 block4 exp congruent 22 1 0.965191
102 1 block4 exp congruent 1 1 0.594861
102 1 block4 exp congruent 22 1 0.590025
102 1 block4 exp neutral $$ 1 0.506179
102 1 block4 exp congruent 333 0 0.56967
102 1 block4 exp congruent 22 1 0.742474
102 1 block4 exp neutral $ 1 0.708706
102 1 block4 exp incongruent 1111 1 0.692284
102 1 block4 exp neutral $$ 1 0.956501
102 1 block4 exp neutral $$$ 1 0.937129
102 1 block4 exp incongruent 3 1 0.871438
102 1 block4 exp neutral $$$ 0 0.736368
102 1 block4 exp congruent 333 1 0.638654
102 1 block4 exp incongruent 222 1 1.408881
102 1 block4 exp incongruent 1111 1 0.82862
102 1 block4 exp neutral $ 1 1.087559
102 1 block4 exp congruent 1 1 0.790928
102 1 block4 exp incongruent 3 1 0.563142
102 1 block4 exp congruent 333 1 1.064624
102 1 block4 exp congruent 22 1 1.090354
102 1 block4 exp congruent 4444 1 0.818686
102 1 block4 exp neutral $$$$ 1 0.613624
102 1 block4 exp neutral $$ 1 0.969134
102 1 block4 exp neutral $ 1 0.638107
102 1 block4 exp congruent 4444 1 0.535266
102 1 block4 exp incongruent 44 1 0.733472
102 1 block4 exp incongruent 1111 1 0.63631
102 1 block4 exp incongruent 222 1 1.438572
102 1 block4 exp neutral $$$ 0 0.633053
102 1 block4 exp neutral $$ 1 0.699923
102 1 block4 exp neutral $$$$ 1 0.716114
102 1 block4 exp incongruent 44 1 0.978629
103 1 practice exp congruent 333 0 1.99506
103 1 practice exp neutral $$ 0 1.995005
103 1 practice exp neutral $$$$ 0 1.995005
103 1 practice exp congruent 4444 0 1.995005
103 1 practice exp neutral $$$$ 0 1.995004
103 1 practice exp incongruent 444 0 1.995005
103 1 practice exp incongruent 2 1 1.00755
103 1 practice exp congruent 333 1 1.059255
103 1 practice exp neutral $$$ 1 0.725018
103 1 practice exp neutral $ 1 0.940028
103 1 practice exp neutral $$ 1 0.818251
103 1 practice exp incongruent 11 1 0.74116
103 1 practice exp incongruent 444 0 0.826416
103 1 practice exp congruent 1 1 0.749401
103 1 practice exp congruent 4444 1 0.931662
103 1 practice exp incongruent 11 1 0.770627
103 1 practice exp incongruent 2 0 0.943599
103 1 practice exp neutral $ 1 0.685912
103 1 practice exp incongruent 3333 1 1.07019
103 1 practice exp neutral $$$ 1 0.654234
103 1 practice exp congruent 22 1 0.591815
103 1 practice exp congruent 1 1 0.619976
103 1 practice exp congruent 22 1 0.590813
103 1 practice exp incongruent 3333 1 0.802999
103 1 block1 warm-up incongruent 444 1 1.311337
103 1 block1 warm-up neutral $ 1 0.623117
103 1 block1 exp congruent 22 1 0.850024
103 1 block1 exp incongruent 2 1 0.620286
103 1 block1 exp neutral $$ 1 0.591161
103 1 block1 exp neutral $ 1 0.570349
103 1 block1 exp neutral $$$$ 1 0.567201
103 1 block1 exp neutral $ 1 0.580067
103 1 block1 exp congruent 4444 1 0.616933
103 1 block1 exp incongruent 3333 1 0.636456
103 1 block1 exp incongruent 11 1 0.686671
103 1 block1 exp congruent 4444 1 0.510902
103 1 block1 exp congruent 333 1 0.646398
103 1 block1 exp neutral $$$ 1 0.543594
103 1 block1 exp congruent 1 1 0.549769
103 1 block1 exp congruent 22 1 0.507943
103 1 block1 exp neutral $$$$ 1 0.563443
103 1 block1 exp congruent 333 1 0.809007
103 1 block1 exp congruent 4444 1 0.57255
103 1 block1 exp congruent 1 1 0.53741
103 1 block1 exp incongruent 3333 1 0.575598
103 1 block1 exp incongruent 444 1 0.6035
103 1 block1 exp incongruent 3333 1 0.583004
103 1 block1 exp neutral $$$ 1 0.627843
103 1 block1 exp neutral $$ 1 0.518731
103 1 block1 exp incongruent 11 1 0.51755
103 1 block1 exp incongruent 2 1 0.676373
103 1 block1 exp congruent 22 1 0.453291
103 1 block1 exp incongruent 2 1 0.806774
103 1 block1 exp congruent 1 1 0.602442
103 1 block1 exp congruent 333 0 0.548905
103 1 block1 exp neutral $$ 1 0.747116
103 1 block1 exp neutral $ 1 0.593352
103 1 block1 exp incongruent 11 1 0.645541
103 1 block1 exp incongruent 444 1 0.743791
103 1 block1 exp incongruent 11 1 0.622002
103 1 block1 exp neutral $$$ 1 0.832884
103 1 block1 exp incongruent 444 1 0.691839
103 1 block1 exp congruent 4444 1 0.531032
103 1 block1 exp congruent 1 1 0.513899
103 1 block1 exp incongruent 2 1 0.617416
103 1 block1 exp incongruent 444 1 0.620292
103 1 block1 exp congruent 333 1 0.607169
103 1 block1 exp congruent 1 1 0.554695
103 1 block1 exp neutral $$$ 1 0.672209
103 1 block1 exp incongruent 11 1 0.857115
103 1 block1 exp neutral $$ 1 0.521757
103 1 block1 exp incongruent 11 1 0.480553
103 1 block1 exp congruent 333 1 0.465361
103 1 block1 exp neutral $ 1 0.498827
103 1 block1 exp neutral $$$$ 1 0.619002
103 1 block1 exp incongruent 3333 1 0.629907
103 1 block1 exp neutral $$$ 1 0.504747
103 1 block1 exp congruent 333 1 0.440224
103 1 block1 exp neutral $$ 1 0.577361
103 1 block1 exp neutral $ 1 0.494222
103 1 block1 exp congruent 22 1 0.5504
103 1 block1 exp neutral $$$$ 1 0.563868
103 1 block1 exp incongruent 3333 1 0.51339
103 1 block1 exp congruent 4444 1 0.5129
103 1 block1 exp incongruent 2 1 0.752415
103 1 block1 exp congruent 22 1 0.50197
103 1 block1 exp incongruent 2 1 0.653491
103 1 block1 exp neutral $$$$ 1 0.542054
103 1 block1 exp incongruent 444 0 0.420274
103 1 block1 exp neutral $$$$ 1 0.55902
103 1 block1 exp neutral $$ 1 0.668527
103 1 block1 exp congruent 4444 1 0.501439
103 1 block1 exp congruent 22 1 0.524906
103 1 block1 exp neutral $$$ 1 0.73176
103 1 block1 exp congruent 1 1 0.530696
103 1 block1 exp incongruent 444 1 0.64847
103 1 block1 exp incongruent 3333 1 0.610751
103 1 block1 exp neutral $ 1 0.59824
103 1 block2 warm-up incongruent 3333 1 1.068597
103 1 block2 warm-up incongruent 11 1 0.645639
103 1 block2 exp incongruent 2 0 0.647862
103 1 block2 exp incongruent 11 1 0.529054
103 1 block2 exp congruent 4444 1 0.599891
103 1 block2 exp incongruent 444 1 0.65212
103 1 block2 exp neutral $$$$ 1 0.589654
103 1 block2 exp congruent 1 1 0.481828
103 1 block2 exp neutral $$$ 1 0.76267
103 1 block2 exp neutral $$$$ 1 0.608261
103 1 block2 exp congruent 333 1 0.675777
103 1 block2 exp congruent 1 1 0.44366
103 1 block2 exp neutral $$$ 1 0.661822
103 1 block2 exp incongruent 11 1 0.90339
103 1 block2 exp congruent 1 1 0.519016
103 1 block2 exp neutral $ 1 0.565868
103 1 block2 exp congruent 4444 1 0.64337
103 1 block2 exp congruent 1 1 0.549624
103 1 block2 exp incongruent 3333 1 0.650763
103 1 block2 exp incongruent 444 1 0.59632
103 1 block2 exp neutral $$$ 1 0.58452
103 1 block2 exp congruent 4444 1 0.572733
103 1 block2 exp congruent 22 1 0.70556
103 1 block2 exp congruent 333 1 0.577154
103 1 block2 exp neutral $$$$ 1 0.605994
103 1 block2 exp neutral $ 1 0.473536
103 1 block2 exp incongruent 3333 1 0.610318
103 1 block2 exp congruent 4444 1 0.516873
103 1 block2 exp incongruent 2 1 0.580367
103 1 block2 exp neutral $ 1 0.481222
103 1 block2 exp congruent 4444 1 0.530076
103 1 block2 exp neutral $$ 1 0.79289
103 1 block2 exp congruent 333 1 0.629145
103 1 block2 exp congruent 22 1 0.656041
103 1 block2 exp incongruent 11 1 0.681571
103 1 block2 exp incongruent 3333 1 0.577462
103 1 block2 exp congruent 333 1 0.654302
103 1 block2 exp congruent 22 1 0.639855
103 1 block2 exp congruent 1 1 0.578075
103 1 block2 exp incongruent 444 1 0.774954
103 1 block2 exp congruent 22 1 0.619877
103 1 block2 exp congruent 4444 1 0.558763
103 1 block2 exp neutral $$$ 0 0.643376
103 1 block2 exp incongruent 3333 1 0.573496
103 1 block2 exp neutral $$$ 1 0.674336
103 1 block2 exp neutral $ 1 0.5633
103 1 block2 exp neutral $$ 1 0.632768
103 1 block2 exp incongruent 2 1 0.683632
103 1 block2 exp neutral $$$$ 1 0.595857
103 1 block2 exp neutral $ 1 0.840069
103 1 block2 exp incongruent 2 1 0.666323
103 1 block2 exp congruent 333 1 0.650897
103 1 block2 exp neutral $$ 1 0.716466
103 1 block2 exp neutral $$$ 0 0.876059
103 1 block2 exp neutral $$ 1 0.605051
103 1 block2 exp congruent 22 1 0.544538
103 1 block2 exp incongruent 444 1 0.686741
103 1 block2 exp incongruent 11 1 0.654936
103 1 block2 exp incongruent 2 1 0.672491
103 1 block2 exp neutral $$ 1 0.681381
103 1 block2 exp incongruent 3333 1 0.68932
103 1 block2 exp congruent 22 1 0.665533
103 1 block2 exp incongruent 444 1 0.65907
103 1 block2 exp incongruent 11 1 0.620637
103 1 block2 exp neutral $$ 1 0.655567
103 1 block2 exp neutral $ 1 0.569042
103 1 block2 exp incongruent 444 1 0.669921
103 1 block2 exp congruent 333 1 0.589811
103 1 block2 exp incongruent 2 1 0.642035
103 1 block2 exp neutral $$$$ 1 0.62026
103 1 block2 exp congruent 1 1 0.591094
103 1 block2 exp neutral $$$$ 1 0.675311
103 1 block2 exp incongruent 3333 1 0.620196
103 1 block2 exp incongruent 11 1 0.695015
103 1 block3 warm-up neutral $$$ 1 1.137273
103 1 block3 warm-up neutral $$$$ 1 0.607648
103 1 block3 exp congruent 22 1 0.64321
103 1 block3 exp congruent 333 1 1.181402
103 1 block3 exp incongruent 2 0 0.578503
103 1 block3 exp neutral $$ 1 0.75137
103 1 block3 exp incongruent 2 1 0.644962
103 1 block3 exp incongruent 11 1 0.719152
103 1 block3 exp incongruent 2 1 0.693043
103 1 block3 exp congruent 22 1 0.645319
103 1 block3 exp congruent 333 1 0.927581
103 1 block3 exp incongruent 444 1 0.686518
103 1 block3 exp congruent 333 1 0.574803
103 1 block3 exp neutral $$ 1 0.731674
103 1 block3 exp neutral $$$$ 1 0.649632
103 1 block3 exp incongruent 444 1 0.579723
103 1 block3 exp neutral $ 1 0.73659
103 1 block3 exp neutral $$$$ 1 0.646842
103 1 block3 exp incongruent 3333 1 0.689037
103 1 block3 exp congruent 22 1 0.601302
103 1 block3 exp incongruent 444 1 0.636827
103 1 block3 exp congruent 4444 1 0.591044
103 1 block3 exp neutral $$ 1 0.619203
103 1 block3 exp congruent 333 1 0.549118
103 1 block3 exp neutral $$$$ 1 0.587292
103 1 block3 exp neutral $$$ 1 0.711533
103 1 block3 exp neutral $$$$ 1 0.607084
103 1 block3 exp incongruent 11 1 0.64258
103 1 block3 exp neutral $ 1 0.660827
103 1 block3 exp incongruent 11 1 0.598358
103 1 block3 exp incongruent 3333 1 0.578535
103 1 block3 exp congruent 1 1 0.590381
103 1 block3 exp neutral $$$ 1 0.706601
103 1 block3 exp neutral $$$$ 1 0.634173
103 1 block3 exp congruent 333 1 0.660375
103 1 block3 exp incongruent 2 1 0.829952
103 1 block3 exp neutral $ 1 0.760894
103 1 block3 exp congruent 22 1 0.68651
103 1 block3 exp incongruent 11 1 0.55877
103 1 block3 exp congruent 22 1 0.54026
103 1 block3 exp congruent 4444 1 0.59345
103 1 block3 exp incongruent 444 1 0.66163
103 1 block3 exp incongruent 11 1 0.647156
103 1 block3 exp incongruent 2 1 0.609385
103 1 block3 exp neutral $ 1 0.572932
103 1 block3 exp neutral $$$ 1 0.625777
103 1 block3 exp neutral $ 1 0.612659
103 1 block3 exp incongruent 3333 1 0.751206
103 1 block3 exp neutral $$$ 1 0.660798
103 1 block3 exp congruent 333 1 0.614356
103 1 block3 exp incongruent 444 1 0.721909
103 1 block3 exp incongruent 3333 1 0.632817
103 1 block3 exp congruent 1 1 0.579711
103 1 block3 exp congruent 4444 1 0.624536
103 1 block3 exp neutral $$ 1 0.875401
103 1 block3 exp incongruent 444 1 0.69938
103 1 block3 exp incongruent 11 1 0.579594
103 1 block3 exp incongruent 2 1 0.592453
103 1 block3 exp congruent 4444 1 0.684666
103 1 block3 exp incongruent 3333 1 0.684912
103 1 block3 exp neutral $$$ 1 0.725129
103 1 block3 exp incongruent 3333 1 0.612049
103 1 block3 exp neutral $$ 1 0.631577
103 1 block3 exp congruent 4444 1 0.513456
103 1 block3 exp congruent 1 1 0.584958
103 1 block3 exp congruent 4444 1 0.597133
103 1 block3 exp congruent 1 1 0.561356
103 1 block3 exp neutral $$ 1 0.662761
103 1 block3 exp congruent 22 1 0.704388
103 1 block3 exp congruent 1 1 0.551997
103 1 block3 exp neutral $ 1 0.597465
103 1 block3 exp congruent 1 1 0.56176
103 1 block3 exp neutral $$$ 0 0.742194
103 1 block3 exp neutral $$$$ 1 0.636453
103 1 block4 warm-up neutral $$$$ 1 0.91615
103 1 block4 warm-up incongruent 11 1 0.70783
103 1 block4 exp congruent 4444 1 0.667417
103 1 block4 exp incongruent 11 1 0.619243
103 1 block4 exp incongruent 2 0 0.74213
103 1 block4 exp congruent 1 1 0.564394
103 1 block4 exp neutral $ 1 0.561962
103 1 block4 exp incongruent 11 1 0.591431
103 1 block4 exp congruent 4444 1 0.571645
103 1 block4 exp neutral $$$$ 1 0.576481
103 1 block4 exp neutral $ 1 0.629314
103 1 block4 exp incongruent 444 1 0.680222
103 1 block4 exp congruent 333 1 0.552092
103 1 block4 exp neutral $$$$ 1 0.597606
103 1 block4 exp congruent 1 1 0.921825
103 1 block4 exp congruent 333 1 0.656829
103 1 block4 exp congruent 1 1 0.538364
103 1 block4 exp neutral $$ 1 0.568546
103 1 block4 exp congruent 1 1 0.517395
103 1 block4 exp incongruent 444 1 0.980241
103 1 block4 exp congruent 22 1 0.54423
103 1 block4 exp incongruent 2 1 0.694394
103 1 block4 exp neutral $$$ 1 0.702662
103 1 block4 exp neutral $$$$ 1 0.606231
103 1 block4 exp incongruent 444 1 0.601742
103 1 block4 exp neutral $$$ 1 0.565299
103 1 block4 exp neutral $$$$ 1 0.642809
103 1 block4 exp congruent 22 1 0.613037
103 1 block4 exp congruent 4444 1 0.655565
103 1 block4 exp incongruent 11 1 0.665119
103 1 block4 exp incongruent 3333 1 0.730665
103 1 block4 exp incongruent 444 1 0.625569
103 1 block4 exp congruent 4444 1 0.652471
103 1 block4 exp neutral $$$ 1 0.557998
103 1 block4 exp incongruent 3333 1 0.627544
103 1 block4 exp neutral $ 1 0.605461
103 1 block4 exp incongruent 2 1 0.608932
103 1 block4 exp incongruent 11 1 0.58846
103 1 block4 exp incongruent 3333 1 0.648675
103 1 block4 exp congruent 333 1 0.658921
103 1 block4 exp incongruent 2 1 0.51641
103 1 block4 exp neutral $$ 1 0.563941
103 1 block4 exp congruent 22 1 0.681434
103 1 block4 exp congruent 1 1 0.586345
103 1 block4 exp congruent 22 1 0.677546
103 1 block4 exp neutral $$ 1 0.646438
103 1 block4 exp congruent 333 1 0.672694
103 1 block4 exp congruent 22 1 0.721547
103 1 block4 exp neutral $ 1 0.6645
103 1 block4 exp incongruent 3333 1 0.561985
103 1 block4 exp neutral $$ 1 0.583502
103 1 block4 exp neutral $$$ 1 0.56441
103 1 block4 exp incongruent 2 1 0.640892
103 1 block4 exp neutral $$$ 1 0.675109
103 1 block4 exp congruent 333 1 0.515988
103 1 block4 exp incongruent 444 1 0.619503
103 1 block4 exp incongruent 3333 1 0.598378
103 1 block4 exp neutral $ 1 0.602579
103 1 block4 exp congruent 1 1 0.558107
103 1 block4 exp incongruent 2 1 0.62761
103 1 block4 exp congruent 333 1 0.573487
103 1 block4 exp congruent 22 1 0.67435
103 1 block4 exp congruent 4444 1 0.57925
103 1 block4 exp neutral $$$$ 1 0.6081
103 1 block4 exp neutral $$ 1 0.731613
103 1 block4 exp neutral $ 1 0.602505
103 1 block4 exp congruent 4444 1 0.598058
103 1 block4 exp incongruent 11 1 0.682278
103 1 block4 exp incongruent 3333 1 0.571161
103 1 block4 exp incongruent 444 1 0.591016
103 1 block4 exp neutral $$$ 1 0.531224
103 1 block4 exp neutral $$ 1 0.554054
103 1 block4 exp neutral $$$$ 1 0.663588
103 1 block4 exp incongruent 11 1 0.569126
104 1 practice exp congruent 333 1 1.30016
104 1 practice exp neutral $$ 1 0.835991
104 1 practice exp neutral $$$$ 1 0.709286
104 1 practice exp congruent 4444 1 0.516875
104 1 practice exp neutral $$$$ 1 0.604369
104 1 practice exp incongruent 444 1 0.823961
104 1 practice exp incongruent 2 0 0.666929
104 1 practice exp congruent 333 1 0.860551
104 1 practice exp neutral $$$ 1 0.662196
104 1 practice exp neutral $ 1 0.735748
104 1 practice exp neutral $$ 1 0.646048
104 1 practice exp incongruent 11 1 0.679352
104 1 practice exp incongruent 444 1 0.65621
104 1 practice exp congruent 1 1 0.681776
104 1 practice exp congruent 4444 1 0.690698
104 1 practice exp incongruent 11 1 0.850994
104 1 practice exp incongruent 2 0 0.76464
104 1 practice exp neutral $ 1 1.202253
104 1 practice exp incongruent 3333 1 0.749042
104 1 practice exp neutral $$$ 1 0.899343
104 1 practice exp congruent 22 1 0.731683
104 1 practice exp congruent 1 1 0.514653
104 1 practice exp congruent 22 1 0.698172
104 1 practice exp incongruent 3333 1 0.554423
104 1 block1 warm-up incongruent 444 1 0.713415
104 1 block1 warm-up neutral $ 1 0.873022
104 1 block1 exp congruent 22 1 0.698023
104 1 block1 exp incongruent 2 1 0.738286
104 1 block1 exp neutral $$ 1 0.560546
104 1 block1 exp neutral $ 1 0.638099
104 1 block1 exp neutral $$$$ 1 0.615424
104 1 block1 exp neutral $ 1 0.73089
104 1 block1 exp congruent 4444 1 0.489828
104 1 block1 exp incongruent 3333 1 0.458019
104 1 block1 exp incongruent 11 1 0.803498
104 1 block1 exp congruent 4444 1 0.567177
104 1 block1 exp congruent 333 1 0.700048
104 1 block1 exp neutral $$$ 1 0.556298
104 1 block1 exp congruent 1 1 0.505796
104 1 block1 exp congruent 22 1 0.720349
104 1 block1 exp neutral $$$$ 1 0.439306
104 1 block1 exp congruent 333 1 0.537465
104 1 block1 exp congruent 4444 1 0.49562
104 1 block1 exp congruent 1 1 0.527845
104 1 block1 exp incongruent 3333 1 0.478686
104 1 block1 exp incongruent 444 1 0.65552
104 1 block1 exp incongruent 3333 1 0.545107
104 1 block1 exp neutral $$$ 1 0.575334
104 1 block1 exp neutral $$ 1 0.659195
104 1 block1 exp incongruent 11 1 0.676761
104 1 block1 exp incongruent 2 1 0.70172
104 1 block1 exp congruent 22 1 0.853315
104 1 block1 exp incongruent 2 1 0.742976
104 1 block1 exp congruent 1 1 0.605263
104 1 block1 exp congruent 333 1 0.872802
104 1 block1 exp neutral $$ 1 0.832853
104 1 block1 exp neutral $ 1 0.571779
104 1 block1 exp incongruent 11 1 0.736672
104 1 block1 exp incongruent 444 1 0.670955
104 1 block1 exp incongruent 11 0 0.511875
104 1 block1 exp neutral $$$ 1 0.631415
104 1 block1 exp incongruent 444 1 0.70629
104 1 block1 exp congruent 4444 1 0.593923
104 1 block1 exp congruent 1 1 0.598119
104 1 block1 exp incongruent 2 1 1.201342
104 1 block1 exp incongruent 444 1 0.677163
104 1 block1 exp congruent 333 1 0.710062
104 1 block1 exp congruent 1 1 0.581636
104 1 block1 exp neutral $$$ 1 0.578588
104 1 block1 exp incongruent 11 1 0.67146
104 1 block1 exp neutral $$ 1 0.992394
104 1 block1 exp incongruent 11 1 0.683758
104 1 block1 exp congruent 333 1 0.748031
104 1 block1 exp neutral $ 1 0.578309
104 1 block1 exp neutral $$$$ 1 0.663163
104 1 block1 exp incongruent 3333 1 0.512723
104 1 block1 exp neutral $$$ 1 0.504277
104 1 block1 exp congruent 333 1 0.607811
104 1 block1 exp neutral $$ 1 0.579359
104 1 block1 exp neutral $ 1 0.599222
104 1 block1 exp congruent 22 1 0.659455
104 1 block1 exp neutral $$$$ 1 0.573006
104 1 block1 exp incongruent 3333 1 0.473885
104 1 block1 exp congruent 4444 1 0.410711
104 1 block1 exp incongruent 2 1 0.56622
104 1 block1 exp congruent 22 1 0.683789
104 1 block1 exp incongruent 2 1 0.652058
104 1 block1 exp neutral $$$$ 1 0.509604
104 1 block1 exp incongruent 444 1 0.956145
104 1 block1 exp neutral $$$$ 1 1.057847
104 1 block1 exp neutral $$ 1 1.003618
104 1 block1 exp congruent 4444 1 0.527328
104 1 block1 exp congruent 22 1 0.846177
104 1 block1 exp neutral $$$ 1 0.712519
104 1 block1 exp congruent 1 1 0.664109
104 1 block1 exp incongruent 444 1 0.689706
104 1 block1 exp incongruent 3333 1 0.58496
104 1 block1 exp neutral $ 1 0.965187
104 1 block2 warm-up incongruent 3333 1 1.226698
104 1 block2 warm-up incongruent 11 1 0.717802
104 1 block2 exp incongruent 2 1 0.780754
104 1 block2 exp incongruent 11 1 0.713719
104 1 block2 exp congruent 4444 1 0.560327
104 1 block2 exp incongruent 444 1 0.653839
104 1 block2 exp neutral $$$$ 1 0.559442
104 1 block2 exp congruent 1 1 0.540978
104 1 block2 exp neutral $$$ 0 0.635187
104 1 block2 exp neutral $$$$ 1 0.525407
104 1 block2 exp congruent 333 1 0.484248
104 1 block2 exp congruent 1 1 0.524432
104 1 block2 exp neutral $$$ 1 0.674325
104 1 block2 exp incongruent 11 1 0.667231
104 1 block2 exp congruent 1 1 0.524134
104 1 block2 exp neutral $ 1 0.602988
104 1 block2 exp congruent 4444 1 0.494547
104 1 block2 exp congruent 1 1 0.478769
104 1 block2 exp incongruent 3333 1 0.58358
104 1 block2 exp incongruent 444 1 0.556481
104 1 block2 exp neutral $$$ 1 0.817064
