Subject,Trial,Tone1,Tone2,Difference,CorrectResponse,Accuracy,LoudThreshold.last,NextTrial.ACC,Reversal,ReversalNumb
12404,56,13,20,7,second,1,6,0,1,25
12404,57,13,7,6,first,1,6,1,0,
12404,58,8,13,5,second,1,6,1,0,
12404,59,9,13,4,second,0,6,1,1,26
12404,60,13,20,7,second,1,6,0,1,27
12404,61,13,19,6,second,1,6,1,0,
12404,62,18,13,5,first,1,6,1,0,
12404,63,13,17,4,second,0,6,1,1,28
12404,64,6,13,7,second,1,6,0,1,29
12405,1,13,3,10,first,0,11,,,
12405,2,13,0,13,first,1,11,0,1,1
12405,3,13,2,11,first,1,11,1,0,
12405,4,22,13,9,first,1,11,1,0,
12405,5,6,13,7,second,1,11,1,0,
12405,6,18,13,5,first,1,11,1,0,
12405,7,10,13,3,second,1,11,1,0,
12405,8,13,15,2,second,0,11,1,1,2
12405,9,8,13,5,second,1,11,0,1,3
12405,10,17,13,4,first,1,11,1,0,
12405,11,13,16,3,second,1,11,1,0,
12405,12,15,13,2,first,0,11,1,1,4
12405,13,13,18,5,second,1,11,0,1,5
12405,14,9,13,4,second,0,11,1,1,6
12405,15,20,13,7,first,1,11,0,1,7
12405,16,13,7,6,first,0,11,1,1,8
12405,17,13,4,9,first,1,11,0,1,9
12405,18,13,21,8,second,1,11,1,0,
12405,19,13,6,7,first,1,11,1,0,
12405,20,13,7,6,first,0,11,1,1,10
12405,21,13,4,9,first,0,11,0,0,
12405,22,13,1,12,first,1,11,0,1,11
12405,23,13,2,11,first,1,11,1,0,
12405,24,13,23,10,second,1,11,1,0,
12405,25,4,13,9,second,1,11,1,0,
12405,26,21,13,8,first,1,11,1,0,
12405,27,20,13,7,first,1,11,1,0,
12405,28,7,13,6,second,1,11,1,0,
12405,29,13,18,5,second,1,11,1,0,
12405,30,13,17,4,second,1,11,1,0,
12405,31,10,13,3,second,0,11,1,1,12
12405,32,13,19,6,second,1,11,0,1,13
12405,33,8,13,5,second,1,11,1,0,
12405,34,13,9,4,first,1,11,1,0,
12405,35,16,13,3,first,1,11,1,0,
12405,36,13,15,2,second,0,11,1,1,14
12405,37,13,8,5,first,1,11,0,1,15
12405,38,17,13,4,first,1,11,1,0,
12405,39,10,13,3,second,0,11,1,1,16
12405,40,7,13,6,second,0,11,0,0,
12405,41,13,22,9,second,1,11,0,1,17
12405,42,21,13,8,first,1,11,1,0,
12405,43,20,13,7,first,1,11,1,0,
12405,44,7,13,6,second,1,11,1,0,
12405,45,18,13,5,first,1,11,1,0,
12405,46,13,9,4,first,0,11,1,1,18
12405,47,20,13,7,first,0,11,0,0,
12405,48,3,13,10,second,1,11,0,1,19
12405,49,13,22,9,second,1,11,1,0,
12405,50,21,13,8,first,0,11,1,1,20
12405,51,13,2,11,first,0,11,0,0,
12405,52,13,26,13,second,1,11,0,1,21
12405,53,25,13,12,first,1,11,1,0,
12405,54,13,24,11,second,1,11,1,0,
12405,55,3,13,10,second,1,11,1,0,
12405,56,22,13,9,first,0,11,1,1,22
12405,57,13,1,12,first,0,11,0,0,
12405,58,13,0,13,first,0,11,0,0,
12405,59,0,13,13,second,1,11,0,1,23
12405,60,1,13,12,second,1,11,1,0,
12405,61,2,13,11,second,1,11,1,0,
12405,62,13,23,10,second,0,11,1,1,24
12405,63,13,26,13,second,1,11,0,1,25
12405,64,13,25,12,second,1,11,1,0,
12406,1,3,13,10,second,1,3,,,
12406,2,13,21,8,second,1,3,1,0,
12406,3,19,13,6,first,1,3,1,0,
12406,4,9,13,4,second,0,3,1,1,1
12406,5,13,3,10,first,1,3,0,1,2
12406,6,21,13,8,first,1,3,1,0,
12406,7,19,13,6,first,1,3,1,0,
12406,8,13,8,5,first,1,3,1,0,
12406,9,13,17,4,second,1,3,1,0,
12406,10,10,13,3,second,0,3,1,1,3
12406,11,19,13,6,first,1,3,0,1,4
12406,12,18,13,5,first,1,3,1,0,
12406,13,9,13,4,second,1,3,1,0,
12406,14,13,10,3,first,1,3,1,0,
12406,15,13,11,2,first,1,3,1,0,
12406,16,14,13,1,first,1,3,1,0,
12406,17,13,14,1,second,1,3,1,0,
12406,18,12,13,1,second,1,3,1,0,
12406,19,13,12,1,first,1,3,1,0,
12406,20,14,13,1,first,0,3,1,1,5
12406,21,13,17,4,second,1,3,0,1,6
12406,22,13,10,3,first,1,3,1,0,
12406,23,13,15,2,second,0,3,1,1,7
12406,24,8,13,5,second,1,3,0,1,8
12406,25,13,17,4,second,1,3,1,0,
12406,26,13,16,3,second,1,3,1,0,
12406,27,11,13,2,second,1,3,1,0,
12406,28,13,12,1,first,1,3,1,0,
12406,29,13,12,1,first,1,3,1,0,
12406,30,13,14,1,second,1,3,1,0,
12406,31,13,14,1,second,0,3,1,1,9
12406,32,13,9,4,first,1,3,0,1,10
12406,33,13,16,3,second,1,3,1,0,
12406,34,13,11,2,first,0,3,1,1,11
12406,35,13,18,5,second,1,3,0,1,12
12406,36,9,13,4,second,1,3,1,0,
12406,37,13,16,3,second,1,3,1,0,
12406,38,13,15,2,second,0,3,1,1,13
12406,39,18,13,5,first,1,3,0,1,14
12406,40,9,13,4,second,1,3,1,0,
12406,41,10,13,3,second,1,3,1,0,
12406,42,15,13,2,first,1,3,1,0,
12406,43,14,13,1,first,1,3,1,0,
12406,44,14,13,1,first,1,3,1,0,
12406,45,12,13,1,second,1,3,1,0,
12406,46,12,13,1,second,0,3,1,1,15
12406,47,13,9,4,first,1,3,0,1,16
12406,48,10,13,3,second,1,3,1,0,
12406,49,13,15,2,second,1,3,1,0,
12406,50,14,13,1,first,1,3,1,0,
12406,51,13,14,1,second,1,3,1,0,
12406,52,12,13,1,second,0,3,1,1,17
12406,53,13,9,4,first,1,3,0,1,18
12406,54,16,13,3,first,1,3,1,0,
12406,55,15,13,2,first,1,3,1,0,
12406,56,13,12,1,first,1,3,1,0,
12406,57,13,12,1,first,1,3,1,0,
12406,58,14,13,1,first,1,3,1,0,
12406,59,12,13,1,second,1,3,1,0,
12406,60,13,12,1,first,1,3,1,0,
12406,61,13,14,1,second,1,3,1,0,
12406,62,13,12,1,first,1,3,1,0,
12406,63,14,13,1,first,0,3,1,1,19
12406,64,9,13,4,second,1,3,0,1,20
12407,1,3,13,10,second,1,2,,,
12407,2,5,13,8,second,1,2,1,0,
12407,3,13,7,6,first,1,2,1,0,
12407,4,13,9,4,first,1,2,1,0,
12407,5,11,13,2,second,1,2,1,0,
12407,6,14,13,1,first,1,2,1,0,
12407,7,13,14,1,second,1,2,1,0,
12407,8,14,13,1,first,1,2,1,0,
12407,9,13,12,1,first,0,2,1,1,1
12407,10,9,13,4,second,0,2,0,0,
12407,11,6,13,7,second,1,2,0,1,2
12407,12,13,19,6,second,1,2,1,0,
12407,13,13,18,5,second,1,2,1,0,
12407,14,9,13,4,second,0,2,1,1,3
12407,15,13,6,7,first,1,2,0,1,4
12407,16,13,19,6,second,1,2,1,0,
12407,17,8,13,5,second,1,2,1,0,
12407,18,17,13,4,first,1,2,1,0,
12407,19,16,13,3,first,1,2,1,0,
12407,20,13,11,2,first,1,2,1,0,
12407,21,13,14,1,second,1,2,1,0,
12407,22,13,12,1,first,1,2,1,0,
12407,23,13,14,1,second,1,2,1,0,
12407,24,14,13,1,first,1,2,1,0,
12407,25,13,12,1,first,0,2,1,1,5
12407,26,17,13,4,first,1,2,0,1,6
12407,27,13,16,3,second,1,2,1,0,
12407,28,13,15,2,second,0,2,1,1,7
12407,29,13,18,5,second,1,2,0,1,8
12407,30,17,13,4,first,1,2,1,0,
12407,31,10,13,3,second,0,2,1,1,9
12407,32,7,13,6,second,1,2,0,1,10
12407,33,13,8,5,first,0,2,1,1,11
12407,34,5,13,8,second,1,2,0,1,12
12407,35,20,13,7,first,1,2,1,0,
12407,36,13,7,6,first,1,2,1,0,
12407,37,8,13,5,second,1,2,1,0,
12407,38,13,9,4,first,1,2,1,0,
12407,39,16,13,3,first,1,2,1,0,
12407,40,15,13,2,first,0,2,1,1,13
12407,41,13,18,5,second,1,2,0,1,14
12407,42,13,17,4,second,1,2,1,0,
12407,43,16,13,3,first,1,2,1,0,
12407,44,13,15,2,second,1,2,1,0,
12407,45,13,12,1,first,1,2,1,0,
12407,46,13,12,1,first,0,2,1,1,15
12407,47,9,13,4,second,0,2,0,0,
12407,48,6,13,7,second,1,2,0,1,16
12407,49,13,7,6,first,1,2,1,0,
12407,50,8,13,5,second,1,2,1,0,
12407,51,13,9,4,first,1,2,1,0,
12407,52,16,13,3,first,0,2,1,1,17
12407,53,7,13,6,second,0,2,0,0,
12407,54,22,13,9,first,1,2,0,1,18
12407,55,13,5,8,first,1,2,1,0,
12407,56,20,13,7,first,1,2,1,0,
12407,57,19,13,6,first,1,2,1,0,
12407,58,13,18,5,second,1,2,1,0,
12407,59,9,13,4,second,1,2,1,0,
12407,60,13,10,3,first,0,2,1,1,19
12407,61,19,13,6,first,1,2,0,1,20
12407,62,13,18,5,second,1,2,1,0,
12407,63,13,17,4,second,1,2,1,0,
12407,64,13,16,3,second,1,2,1,0,
12408,1,3,13,10,second,1,3,,,
12408,2,13,21,8,second,1,3,1,0,
12408,3,19,13,6,first,1,3,1,0,
12408,4,13,17,4,second,1,3,1,0,
12408,5,13,15,2,second,0,3,1,1,1
12408,6,5,13,8,second,1,3,0,1,2
12408,7,13,7,6,first,1,3,1,0,
12408,8,8,13,5,second,0,3,1,1,3
12408,9,13,5,8,first,1,3,0,1,4
12408,10,13,20,7,second,1,3,1,0,
12408,11,19,13,6,first,1,3,1,0,
12408,12,13,8,5,first,1,3,1,0,
12408,13,17,13,4,first,1,3,1,0,
12408,14,13,10,3,first,1,3,1,0,
12408,15,13,11,2,first,1,3,1,0,
12408,16,14,13,1,first,0,3,1,1,5
12408,17,13,9,4,first,1,3,0,1,6
12408,18,16,13,3,first,1,3,1,0,
12408,19,13,15,2,second,1,3,1,0,
12408,20,13,12,1,first,1,3,1,0,
12408,21,12,13,1,second,1,3,1,0,
12408,22,13,14,1,second,1,3,1,0,
12408,23,12,13,1,second,0,3,1,1,7
12408,24,13,17,4,second,1,3,0,1,8
12408,25,13,16,3,second,0,3,1,1,9
12408,26,13,7,6,first,1,3,0,1,10
12408,27,13,8,5,first,1,3,1,0,
12408,28,13,17,4,second,1,3,1,0,
12408,29,16,13,3,first,1,3,1,0,
12408,30,11,13,2,second,1,3,1,0,
12408,31,13,14,1,second,1,3,1,0,
12408,32,12,13,1,second,1,3,1,0,
12408,33,14,13,1,first,1,3,1,0,
12408,34,12,13,1,second,1,3,1,0,
12408,35,13,12,1,first,0,3,1,1,11
12408,36,17,13,4,first,1,3,0,1,12
12408,37,13,10,3,first,1,3,1,0,
12408,38,13,15,2,second,1,3,1,0,
12408,39,13,14,1,second,0,3,1,1,13
12408,40,9,13,4,second,1,3,0,1,14
12408,41,13,10,3,first,1,3,1,0,
12408,42,11,13,2,second,0,3,1,1,15
12408,43,13,18,5,second,1,3,0,1,16
12408,44,13,17,4,second,1,3,1,0,
12408,45,10,13,3,second,1,3,1,0,
12408,46,13,11,2,first,1,3,1,0,
12408,47,13,12,1,first,1,3,1,0,
12408,48,14,13,1,first,1,3,1,0,
12408,49,12,13,1,second,1,3,1,0,
12408,50,14,13,1,first,1,3,1,0,
12408,51,12,13,1,second,0,3,1,1,17
12408,52,13,9,4,first,1,3,0,1,18
12408,53,16,13,3,first,0,3,1,1,19
12408,54,13,7,6,first,1,3,0,1,20
12408,55,18,13,5,first,0,3,1,1,21
12408,56,21,13,8,first,1,3,0,1,22
12408,57,6,13,7,second,0,3,1,1,23
12408,58,23,13,10,first,1,3,0,1,24
12408,59,22,13,9,first,1,3,1,0,
12408,60,5,13,8,second,1,3,1,0,
12408,61,6,13,7,second,1,3,1,0,
12408,62,13,19,6,second,1,3,1,0,
12408,63,13,18,5,second,1,3,1,0,
12408,64,17,13,4,first,1,3,1,0,
12409,1,23,13,10,first,1,9,,,
12409,2,13,5,8,first,1,9,1,0,
12409,3,13,19,6,second,1,9,1,0,
12409,4,9,13,4,second,0,9,1,1,1
12409,5,3,13,10,second,1,9,0,1,2
12409,6,13,5,8,first,1,9,1,0,
12409,7,13,19,6,second,1,9,1,0,
12409,8,18,13,5,first,1,9,1,0,
12409,9,13,9,4,first,1,9,1,0,
12409,10,16,13,3,first,1,9,1,0,
12409,11,11,13,2,second,1,9,1,0,
12409,12,14,13,1,first,1,9,1,0,
12409,13,13,14,1,second,0,9,1,1,3
12409,14,17,13,4,first,0,9,0,0,
12409,15,6,13,7,second,0,9,0,0,
12409,16,3,13,10,second,0,9,0,0,
12409,17,13,26,13,second,0,9,0,0,
12409,18,13,26,13,second,1,9,0,1,4
12409,19,13,25,12,second,1,9,1,0,
12409,20,2,13,11,second,1,9,1,0,
12409,21,13,3,10,first,1,9,1,0,
12409,22,13,4,9,first,1,9,1,0,
12409,23,21,13,8,first,1,9,1,0,
12409,24,13,6,7,first,1,9,1,0,
12409,25,7,13,6,second,0,9,1,1,5
12409,26,22,13,9,first,1,9,0,1,6
12409,27,21,13,8,first,1,9,1,0,
12409,28,13,20,7,second,1,9,1,0,
12409,29,13,19,6,second,0,9,1,1,7
12409,30,4,13,9,second,1,9,0,1,8
12409,31,13,21,8,second,1,9,1,0,
12409,32,13,20,7,second,1,9,1,0,
12409,33,13,19,6,second,1,9,1,0,
12409,34,8,13,5,second,0,9,1,1,9
12409,35,5,13,8,second,1,9,0,1,10
12409,36,6,13,7,second,0,9,1,1,11
12409,37,13,23,10,second,0,9,0,0,
12409,38,26,13,13,first,1,9,0,1,12
12409,39,13,1,12,first,1,9,1,0,
12409,40,24,13,11,first,1,9,1,0,
12409,41,13,3,10,first,1,9,1,0,
12409,42,4,13,9,second,0,9,1,1,13
12409,43,13,1,12,first,1,9,0,1,14
12409,44,24,13,11,first,1,9,1,0,
12409,45,13,3,10,first,1,9,1,0,
12409,46,13,22,9,second,0,9,1,1,15
12409,47,25,13,12,first,1,9,0,1,16
12409,48,2,13,11,second,1,9,1,0,
12409,49,13,3,10,first,1,9,1,0,
12409,50,4,13,9,second,0,9,1,1,17
12409,51,25,13,12,first,1,9,0,1,18
12409,52,13,2,11,first,1,9,1,0,
12409,53,13,23,10,second,1,9,1,0,
12409,54,22,13,9,first,1,9,1,0,
12409,55,21,13,8,first,1,9,1,0,
12409,56,13,6,7,first,1,9,1,0,
12409,57,13,19,6,second,1,9,1,0,
12409,58,13,18,5,second,0,9,1,1,19
12409,59,5,13,8,second,0,9,0,0,
12409,60,2,13,11,second,0,9,0,0,
12409,61,13,0,13,first,1,9,0,1,20
12409,62,25,13,12,first,1,9,1,0,
12409,63,13,2,11,first,1,9,1,0,
12409,64,13,3,10,first,1,9,1,0,
12410,1,23,13,10,first,1,5,,,
12410,2,13,5,8,first,1,5,1,0,
12410,3,13,7,6,first,1,5,1,0,
12410,4,13,9,4,first,1,5,1,0,
12410,5,13,11,2,first,1,5,1,0,
12410,6,12,13,1,second,0,5,1,1,1
12410,7,20,13,7,first,1,5,0,1,2
12410,8,13,19,6,second,1,5,1,0,
12410,9,13,8,5,first,1,5,1,0,
12410,10,13,17,4,second,0,5,1,1,3
12410,11,13,20,7,second,0,5,0,0,
12410,12,13,3,10,first,1,5,0,1,4
12410,13,4,13,9,second,0,5,1,1,5
12410,14,25,13,12,first,1,5,0,1,6
12410,15,13,2,11,first,1,5,1,0,
12410,16,13,3,10,first,1,5,1,0,
12410,17,4,13,9,second,1,5,1,0,
12410,18,13,5,8,first,1,5,1,0,
12410,19,13,6,7,first,1,5,1,0,
12410,20,19,13,6,first,1,5,1,0,
12410,21,13,8,5,first,1,5,1,0,
12410,22,13,9,4,first,1,5,1,0,
12410,23,10,13,3,second,0,5,1,1,7
12410,24,13,19,6,second,1,5,0,1,8
12410,25,18,13,5,first,1,5,1,0,
12410,26,13,9,4,first,1,5,1,0,
12410,27,10,13,3,second,0,5,1,1,9
12410,28,7,13,6,second,1,5,0,1,10
12410,29,13,18,5,second,1,5,1,0,
12410,30,9,13,4,second,0,5,1,1,11
12410,31,20,13,7,first,0,5,0,0,
12410,32,13,3,10,first,1,5,0,1,12
12410,33,22,13,9,first,1,5,1,0,
12410,34,21,13,8,first,1,5,1,0,
12410,35,6,13,7,second,0,5,1,1,13
12410,36,13,23,10,second,1,5,0,1,14
12410,37,13,22,9,second,1,5,1,0,
12410,38,5,13,8,second,0,5,1,1,15
12410,39,24,13,11,first,1,5,0,1,16
12410,40,13,3,10,first,1,5,1,0,
12410,41,22,13,9,first,1,5,1,0,
12410,42,21,13,8,first,0,5,1,1,17
12410,43,13,24,11,second,1,5,0,1,18
12410,44,13,23,10,second,0,5,1,1,19
12410,45,13,0,13,first,1,5,0,1,20
12410,46,25,13,12,first,1,5,1,0,
12410,47,24,13,11,first,1,5,1,0,
12410,48,3,13,10,second,1,5,1,0,
12410,49,13,22,9,second,1,5,1,0,
12410,50,5,13,8,second,1,5,1,0,
12410,51,6,13,7,second,1,5,1,0,
12410,52,13,19,6,second,0,5,1,1,21
12410,53,4,13,9,second,1,5,0,1,22
12410,54,13,21,8,second,1,5,1,0,
12410,55,6,13,7,second,1,5,1,0,
12410,56,7,13,6,second,1,5,1,0,
12410,57,13,18,5,second,1,5,1,0,
12410,58,13,17,4,second,1,5,1,0,
12410,59,13,16,3,second,1,5,1,0,
12410,60,15,13,2,first,1,5,1,0,
12410,61,12,13,1,second,0,5,1,1,23
12410,62,17,13,4,first,1,5,0,1,24
12410,63,13,16,3,second,1,5,1,0,
12410,64,15,13,2,first,0,5,1,1,25
12411,1,13,3,10,first,1,7,,,
12411,2,21,13,8,first,1,7,1,0,
12411,3,7,13,6,second,0,7,1,1,1
12411,4,1,13,12,second,1,7,0,1,2
12411,5,13,23,10,second,1,7,1,0,
12411,6,13,5,8,first,1,7,1,0,
12411,7,7,13,6,second,0,7,1,1,3
12411,8,22,13,9,first,1,7,0,1,4
12411,9,13,21,8,second,1,7,1,0,
12411,10,13,6,7,first,1,7,1,0,
12411,11,13,19,6,second,0,7,1,1,5
12411,12,4,13,9,second,0,7,0,0,
12411,13,13,25,12,second,1,7,0,1,6
12411,14,2,13,11,second,0,7,1,1,7
12411,15,13,26,13,second,1,7,0,1,8
12411,16,25,13,12,first,1,7,1,0,
12411,17,24,13,11,first,1,7,1,0,
12411,18,13,3,10,first,1,7,1,0,
12411,19,13,4,9,first,1,7,1,0,
12411,20,5,13,8,second,0,7,1,1,9
12411,21,24,13,11,first,1,7,0,1,10
12411,22,13,23,10,second,1,7,1,0,
12411,23,13,4,9,first,1,7,1,0,
12411,24,5,13,8,second,0,7,1,1,11
12411,25,13,24,11,second,1,7,0,1,12
12411,26,13,23,10,second,1,7,1,0,
12411,27,4,13,9,second,0,7,1,1,13
12411,28,13,1,12,first,1,7,0,1,14
12411,29,24,13,11,first,1,7,1,0,
12411,30,13,23,10,second,1,7,1,0,
12411,31,4,13,9,second,1,7,1,0,
12411,32,13,5,8,first,1,7,1,0,
12411,33,20,13,7,first,1,7,1,0,
12411,34,13,7,6,first,1,7,1,0,
12411,35,13,8,5,first,1,7,1,0,
12411,36,17,13,4,first,1,7,1,0,
12411,37,13,10,3,first,1,7,1,0,
12411,38,15,13,2,first,0,7,1,1,15
12411,39,13,18,5,second,1,7,0,1,16
12411,40,13,17,4,second,1,7,1,0,
12411,41,13,16,3,second,1,7,1,0,
12411,42,15,13,2,first,1,7,1,0,
12411,43,12,13,1,second,0,7,1,1,17
12411,44,13,17,4,second,1,7,0,1,18
12411,45,10,13,3,second,0,7,1,1,19
12411,46,7,13,6,second,1,7,0,1,20
12411,47,8,13,5,second,0,7,1,1,21
12411,48,13,5,8,first,1,7,0,1,22
12411,49,6,13,7,second,1,7,1,0,
12411,50,19,13,6,first,0,7,1,1,23
12411,51,13,22,9,second,1,7,0,1,24
12411,52,13,21,8,second,0,7,1,1,25
12411,53,24,13,11,first,1,7,0,1,26
12411,54,23,13,10,first,1,7,1,0,
12411,55,22,13,9,first,1,7,1,0,
12411,56,5,13,8,second,1,7,1,0,
12411,57,13,6,7,first,1,7,1,0,
12411,58,7,13,6,second,0,7,1,1,27
12411,59,13,4,9,first,1,7,0,1,28
12411,60,13,5,8,first,1,7,1,0,
12411,61,20,13,7,first,1,7,1,0,
12411,62,13,7,6,first,1,7,1,0,
12411,63,13,18,5,second,1,7,1,0,
12411,64,17,13,4,first,0,7,1,1,29
12412,1,13,23,10,second,0,13,,,
12412,2,0,13,13,second,0,13,0,0,
12412,3,26,13,13,first,1,13,0,1,1
12412,4,13,2,11,first,1,13,1,0,
12412,5,13,22,9,second,1,13,1,0,
12412,6,6,13,7,second,1,13,1,0,
12412,7,13,18,5,second,1,13,1,0,
12412,8,13,17,4,second,0,13,1,1,2
12412,9,13,20,7,second,1,13,0,1,3
12412,10,19,13,6,first,1,13,1,0,
12412,11,8,13,5,second,0,13,1,1,4
12412,12,13,5,8,first,1,13,0,1,5
12412,13,20,13,7,first,0,13,1,1,6
12412,14,23,13,10,first,1,13,0,1,7
12412,15,13,4,9,first,0,13,1,1,8
12412,16,13,1,12,first,1,13,0,1,9
12412,17,13,24,11,second,0,13,1,1,10
12412,18,13,26,13,second,1,13,0,1,11
12412,19,25,13,12,first,1,13,1,0,
12412,20,13,2,11,first,0,13,1,1,12
12412,21,0,13,13,second,1,13,0,1,13
12412,22,25,13,12,first,0,13,1,1,14
12412,23,13,26,13,second,1,13,0,1,15
12412,24,1,13,12,second,1,13,1,0,
12412,25,2,13,11,second,0,13,1,1,16
12412,26,13,26,13,second,1,13,0,1,17
12412,27,13,1,12,first,1,13,1,0,
12412,28,2,13,11,second,1,13,1,0,
12412,29,13,23,10,second,0,13,1,1,18
12412,30,13,0,13,first,0,13,0,0,
12412,31,0,13,13,second,0,13,0,0,
12412,32,13,0,13,first,1,13,0,1,19
12412,33,25,13,12,first,1,13,1,0,
12412,34,24,13,11,first,0,13,1,1,20
12412,35,13,26,13,second,0,13,0,0,
12412,36,0,13,13,second,0,13,0,0,
12412,37,13,26,13,second,1,13,0,1,21
12412,38,25,13,12,first,1,13,1,0,
12412,39,13,2,11,first,1,13,1,0,
12412,40,23,13,10,first,1,13,1,0,
12412,41,13,22,9,second,1,13,1,0,
12412,42,13,5,8,first,1,13,1,0,
12412,43,13,20,7,second,1,13,1,0,
12412,44,19,13,6,first,1,13,1,0,
12412,45,8,13,5,second,1,13,1,0,
12412,46,13,17,4,second,0,13,1,1,22
12412,47,13,6,7,first,0,13,0,0,
12412,48,23,13,10,first,0,13,0,0,
12412,49,0,13,13,second,1,13,0,1,23
12412,50,25,13,12,first,1,13,1,0,
12412,51,13,24,11,second,1,13,1,0,
12412,52,13,3,10,first,1,13,1,0,
12412,53,22,13,9,first,0,13,1,1,24
12412,54,1,13,12,second,1,13,0,1,25
12412,55,13,2,11,first,0,13,1,1,26
12412,56,0,13,13,second,0,13,0,0,
12412,57,26,13,13,first,0,13,0,0,
12412,58,26,13,13,first,1,13,0,1,27
12412,59,13,1,12,first,0,13,1,1,28
12412,60,13,0,13,first,1,13,0,1,29
12412,61,13,1,12,first,0,13,1,1,30
12412,62,0,13,13,second,0,13,0,0,
12412,63,0,13,13,second,0,13,0,0,
12412,64,0,13,13,second,0,13,0,0,
12414,1,13,3,10,first,1,5,,,
12414,2,13,5,8,first,1,5,1,0,
12414,3,13,7,6,first,1,5,1,0,
12414,4,17,13,4,first,1,5,1,0,
12414,5,13,15,2,second,1,5,1,0,
12414,6,13,12,1,first,1,5,1,0,
12414,7,13,14,1,second,1,5,1,0,
12414,8,13,14,1,second,1,5,1,0,
12414,9,14,13,1,first,1,5,1,0,
12414,10,12,13,1,second,1,5,1,0,
12414,11,14,13,1,first,1,5,1,0,
12414,12,12,13,1,second,1,5,1,0,
12414,13,13,14,1,second,1,5,1,0,
12414,14,12,13,1,second,0,5,1,1,1
12414,15,17,13,4,first,1,5,0,1,2
12414,16,16,13,3,first,1,5,1,0,
12414,17,11,13,2,second,1,5,1,0,
12414,18,13,14,1,second,0,5,1,1,3
12414,19,17,13,4,first,1,5,0,1,4
12414,20,13,16,3,second,1,5,1,0,
12414,21,13,11,2,first,1,5,1,0,
12414,22,12,13,1,second,1,5,1,0,
12414,23,12,13,1,second,0,5,1,1,5
12414,24,17,13,4,first,1,5,0,1,6
12414,25,16,13,3,first,1,5,1,0,
12414,26,15,13,2,first,0,5,1,1,7
12414,27,13,18,5,second,1,5,0,1,8
12414,28,13,9,4,first,1,5,1,0,
12414,29,13,10,3,first,0,5,1,1,9
12414,30,13,19,6,second,1,5,0,1,10
12414,31,8,13,5,second,0,5,1,1,11
12414,32,13,5,8,first,1,5,0,1,12
12414,33,13,6,7,first,1,5,1,0,
12414,34,13,7,6,first,1,5,1,0,
12414,35,18,13,5,first,1,5,1,0,
12414,36,13,17,4,second,1,5,1,0,
12414,37,16,13,3,first,1,5,1,0,
12414,38,11,13,2,second,1,5,1,0,
12414,39,13,12,1,first,1,5,1,0,
12414,40,12,13,1,second,1,5,1,0,
12414,41,13,12,1,first,0,5,1,1,13
12414,42,13,17,4,second,0,5,0,0,
12414,43,6,13,7,second,1,5,0,1,14
12414,44,19,13,6,first,1,5,1,0,
12414,45,8,13,5,second,1,5,1,0,
12414,46,13,17,4,second,1,5,1,0,
12414,47,10,13,3,second,0,5,1,1,15
12414,48,13,7,6,first,1,5,0,1,16
12414,49,13,18,5,second,1,5,1,0,
12414,50,9,13,4,second,1,5,1,0,
12414,51,10,13,3,second,0,5,1,1,17
12414,52,13,7,6,first,1,5,0,1,18
12414,53,13,8,5,first,1,5,1,0,
12414,54,17,13,4,first,1,5,1,0,
12414,55,16,13,3,first,0,5,1,1,19
12414,56,19,13,6,first,0,5,0,0,
12414,57,13,4,9,first,1,5,0,1,20
12414,58,21,13,8,first,1,5,1,0,
12414,59,13,20,7,second,1,5,1,0,
12414,60,7,13,6,second,1,5,1,0,
12414,61,13,18,5,second,1,5,1,0,
12414,62,13,17,4,second,1,5,1,0,
12414,63,13,16,3,second,1,5,1,0,
12414,64,11,13,2,second,0,5,1,1,21
12415,1,13,23,10,second,1,10,,,
12415,2,13,21,8,second,1,10,1,0,
12415,3,13,7,6,first,1,10,1,0,
12415,4,17,13,4,first,1,10,1,0,
12415,5,13,15,2,second,0,10,1,1,1
12415,6,13,21,8,second,1,10,0,1,2
12415,7,13,19,6,second,1,10,1,0,
12415,8,13,8,5,first,1,10,1,0,
12415,9,17,13,4,first,1,10,1,0,
12415,10,13,16,3,second,1,10,1,0,
12415,11,15,13,2,first,1,10,1,0,
12415,12,13,14,1,second,0,10,1,1,3
12415,13,13,9,4,first,1,10,0,1,4
12415,14,16,13,3,first,1,10,1,0,
12415,15,11,13,2,second,0,10,1,1,5
12415,16,13,18,5,second,1,10,0,1,6
12415,17,9,13,4,second,1,10,1,0,
12415,18,16,13,3,first,1,10,1,0,
12415,19,13,15,2,second,1,10,1,0,
12415,20,13,12,1,first,1,10,1,0,
12415,21,13,14,1,second,0,10,1,1,7
12415,22,9,13,4,second,1,10,0,1,8
12415,23,10,13,3,second,0,10,1,1,9
12415,24,7,13,6,second,0,10,0,0,
12415,25,13,22,9,second,1,10,0,1,10
12415,26,13,21,8,second,1,10,1,0,
12415,27,6,13,7,second,0,10,1,1,11
12415,28,3,13,10,second,1,10,0,1,12
12415,29,13,4,9,first,1,10,1,0,
12415,30,5,13,8,second,1,10,1,0,
12415,31,13,6,7,first,1,10,1,0,
12415,32,19,13,6,first,1,10,1,0,
12415,33,8,13,5,second,0,10,1,1,13
12415,34,13,5,8,first,1,10,0,1,14
12415,35,13,6,7,first,1,10,1,0,
12415,36,13,7,6,first,1,10,1,0,
12415,37,13,8,5,first,1,10,1,0,
12415,38,13,9,4,first,1,10,1,0,
